variable_name,categories,repos,repo_count,source_count,example_sources
cog.attention,extraction_output_field,Article_Eater_PostQuinean_v1;Outcome_Contractor,2,7,Article_Eater_PostQuinean_v1/contracts/outcome_vocab/outcome_lookup.json:107; Article_Eater_PostQuinean_v1/contracts/vocab/outcome_lookup.json:107; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/src/services/extraction_to_web.py:155; Article_Eater_PostQuinean_v1/src/services/extraction_to_web.py:168
cog.attention.selective,extraction_output_field,Article_Eater_PostQuinean_v1;Outcome_Contractor,2,7,Article_Eater_PostQuinean_v1/contracts/outcome_vocab/outcome_lookup.json:112; Article_Eater_PostQuinean_v1/contracts/vocab/outcome_lookup.json:112; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/src/services/extraction_to_web.py:157; Article_Eater_PostQuinean_v1/src/services/extraction_to_web.py:170
cog.attention.sustained,extraction_output_field,Article_Eater_PostQuinean_v1;Outcome_Contractor,2,7,Article_Eater_PostQuinean_v1/contracts/outcome_vocab/outcome_lookup.json:117; Article_Eater_PostQuinean_v1/contracts/vocab/outcome_lookup.json:117; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/src/services/extraction_to_web.py:156; Article_Eater_PostQuinean_v1/src/services/extraction_to_web.py:169
cog.memory,extraction_output_field,Article_Eater_PostQuinean_v1;Outcome_Contractor,2,7,Article_Eater_PostQuinean_v1/contracts/outcome_vocab/outcome_lookup.json:122; Article_Eater_PostQuinean_v1/contracts/vocab/outcome_lookup.json:122; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/src/services/extraction_to_web.py:158; Article_Eater_PostQuinean_v1/src/services/extraction_to_web.py:171
cog.memory.working,extraction_output_field,Article_Eater_PostQuinean_v1;Outcome_Contractor,2,5,Article_Eater_PostQuinean_v1/contracts/outcome_vocab/outcome_lookup.json:127; Article_Eater_PostQuinean_v1/contracts/vocab/outcome_lookup.json:127; Outcome_Contractor/article_finder/ae_claim_extractor.py:205; Outcome_Contractor/contracts/oc_export/ae_outcome_lookup.json:3637
cog.performance,extraction_output_field,Article_Eater_PostQuinean_v1;Outcome_Contractor,2,6,Article_Eater_PostQuinean_v1/contracts/outcome_vocab/outcome_lookup.json:132; Article_Eater_PostQuinean_v1/contracts/vocab/outcome_lookup.json:132; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/src/services/extraction_to_web.py:159; Article_Eater_PostQuinean_v1/src/services/extraction_to_web.py:172
cognates_count,extraction_output_field,Article_Eater_PostQuinean_v1;Outcome_Contractor,2,4,Article_Eater_PostQuinean_v1/contracts/outcome_vocab/outcome_vocab.json:320; Outcome_Contractor/contracts/oc_export/VERSION_MANIFEST.json:9; Outcome_Contractor/contracts/oc_export/outcome_vocab.json:11638; Outcome_Contractor/schemas/oc.export.v1.schema.json:44
cognitive_load,extraction_output_field,BN_graphical;Outcome_Contractor,2,3,BN_graphical/docs/DATABASE_SCHEMA.md:1204; BN_graphical/docs/DATABASE_SCHEMA.md:1223; Outcome_Contractor/article_finder/seven_panel_extractor.py:449
coherence_score,database_column;extraction_output_field,Article_Eater_PostQuinean_v1;BN_graphical,2,4,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.web_state.v1.schema.json:64; Article_Eater_PostQuinean_v1/db/sql/018_paper_lifecycle.sql:154; Article_Eater_PostQuinean_v1/db/sql/018_paper_lifecycle.sql:58; BN_graphical/contracts/ae_bn_bridge.v1.schema.json:246
competing_theories,database_column;enum_value,Article_Eater_PostQuinean_v1;BN_graphical,2,2,Article_Eater_PostQuinean_v1/db/sql/017_theories.sql:58; BN_graphical/src/literature_integration/proposition_queries.py:47
completed_at,database_column;extraction_output_field,Article_Eater_PostQuinean_v1;BN_graphical,2,5,Article_Eater_PostQuinean_v1/db/sql/015_complete_schema.sql:16; Article_Eater_PostQuinean_v1/db/sql/015_core_tables.sql:15; Article_Eater_PostQuinean_v1/db/sql/018_paper_lifecycle.sql:39; Article_Eater_PostQuinean_v1/init_database.py:131
computed_at,database_column;extraction_output_field,Article_Finder_v3_2_3;Tagging_Contractor,2,3,Article_Finder_v3_2_3/core/database.py:120; Article_Finder_v3_2_3/core/database.py:268; Tagging_Contractor/contracts/localized_image_tags.schema.json:10
confidence_penalty,database_column;extraction_output_field,Article_Eater_PostQuinean_v1;BN_graphical,2,2,Article_Eater_PostQuinean_v1/db/sql/017_theories.sql:114; BN_graphical/src/mechanisms/mechanism_schema.py:228
confidence_rationale,database_column;extraction_output_field,Article_Eater_PostQuinean_v1;BN_graphical,2,3,Article_Eater_PostQuinean_v1/db/sql/017_theories.sql:51; BN_graphical/migrations/005_sprint1_schemas.sql:214; BN_graphical/src/schemas/mechanism_specification.py:336
config_id,database_column;extraction_output_field,Article_Eater_PostQuinean_v1;BN_graphical,2,5,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/claim_gallery.v1.schema.json:135; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/gallery_selection_config.v1.schema.json:21; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/selection_log.v1.schema.json:26; Article_Eater_PostQuinean_v1/src/services/claim_gallery_builder.py:686
conflict_resolution,enum_value,Article_Eater_PostQuinean_v1;BN_graphical,2,2,Article_Eater_PostQuinean_v1/src/services/export_checklists.py:35; BN_graphical/src/coherence/epistemic_workflow.py:181
conflicting_beliefs,extraction_output_field,Article_Eater_PostQuinean_v1;BN_graphical,2,2,Article_Eater_PostQuinean_v1/contracts/schemas/integration.edge_justification.v1.schema.json:154; BN_graphical/contracts/ae_bn_bridge.v1.schema.json:200
construct_item,extraction_output_field,Article_Eater_PostQuinean_v1;Article_Finder_v3_2_3,2,3,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.claim.v1.schema.json:164; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.claim.v2.schema.json:219; Article_Finder_v3_2_3/schemas/ae.claim.v1.schema.json:164
convergence_threshold,extraction_output_field,Article_Eater_PostQuinean_v1;BN_graphical,2,3,Article_Eater_PostQuinean_v1/app/cli/article_eater_contract_cli.py:179; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.web_state.v1.schema.json:198; BN_graphical/contracts/bn.epistemology.v1.schema.json:96
created_by,database_column;extraction_output_field,Article_Eater_PostQuinean_v1;Tagging_Contractor,2,5,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.bridge.v1.schema.json:109; Tagging_Contractor/Archive 2/backend/app/db/database.py:188; Tagging_Contractor/Archive 2/backend/app/db/schema.sql:89; Tagging_Contractor/backend/app/db/database.py:188
culture_cluster,extraction_output_field,BN_graphical;Outcome_Contractor,2,6,BN_graphical/src/ai_extraction/field_thresholds.py:124; BN_graphical/src/ai_extraction/population_extractor.py:131; BN_graphical/src/ai_extraction/population_extractor.py:163; BN_graphical/src/ai_extraction/population_extractor.py:242
current_value,extraction_output_field,Article_Eater_PostQuinean_v1;BN_graphical,2,3,Article_Eater_PostQuinean_v1/src/services/stopping_rules.py:71; Article_Eater_PostQuinean_v1/src/services/stopping_rules.py:81; BN_graphical/src/ai_extraction/verification_queue.py:621
date_range,extraction_output_field,Article_Eater_PostQuinean_v1;Outcome_Contractor,2,3,Article_Eater_PostQuinean_v1/contracts/schemas/integration.edge_justification.v1.schema.json:97; Outcome_Contractor/article_finder/type_specific_extractor.py:515; Outcome_Contractor/article_finder/type_specific_extractor.py:567
defeater_ids,extraction_output_field,Article_Eater_PostQuinean_v1;BN_graphical,2,2,Article_Eater_PostQuinean_v1/contracts/schemas/epistemic_status.v1.schema.json:41; BN_graphical/contracts/ae_bn_bridge.v1.schema.json:93
design_type,extraction_output_field,Article_Eater_PostQuinean_v1;Outcome_Contractor,2,5,Article_Eater_PostQuinean_v1/schemas/seven_panel.schema.json:31; Outcome_Contractor/article_finder/seven_panel_extractor.py:1434; Outcome_Contractor/article_finder/type_specific_extractor.py:119; Outcome_Contractor/article_finder/type_specific_extractor.py:469
disconfirming_evidence,extraction_output_field,Article_Eater_PostQuinean_v1;BN_graphical,2,2,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.bridge.v1.schema.json:84; BN_graphical/src/mechanisms/mechanism_schema.py:408
discretization_hint,extraction_output_field,Article_Eater_PostQuinean_v1;Article_Finder_v3_2_3,2,8,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.rule.v1.schema.json:196; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.rule.v2.schema.json:248; Article_Eater_PostQuinean_v1/docs/MVP_CONTRACTS.md:113; Article_Eater_PostQuinean_v1/scripts/convert_findings_to_rules.py:260
domains_count,extraction_output_field,Article_Eater_PostQuinean_v1;Outcome_Contractor,2,4,Article_Eater_PostQuinean_v1/contracts/outcome_vocab/outcome_vocab.json:322; Outcome_Contractor/contracts/oc_export/VERSION_MANIFEST.json:11; Outcome_Contractor/contracts/oc_export/bn_outcome_nodes.json:17856; Outcome_Contractor/contracts/oc_export/outcome_vocab.json:11640
duration_min,extraction_output_field,Article_Eater_PostQuinean_v1;Outcome_Contractor,2,2,Article_Eater_PostQuinean_v1/schemas/panel_context.schema.json:32; Outcome_Contractor/article_finder/exemplary_extraction_tables.md:2601
edge_id,database_column;extraction_output_field,Article_Eater_PostQuinean_v1;BN_graphical,2,7,Article_Eater_PostQuinean_v1/contracts/schemas/integration.edge_justification.v1.schema.json:120; Article_Eater_PostQuinean_v1/src/epistemic/contracts/edge_v2.py:50; BN_graphical/contracts/ae_bn_bridge.v1.schema.json:162; BN_graphical/migrations/006_sprint2_enhanced_edges.sql:180
effect_size_type,database_column;extraction_output_field,Article_Eater_PostQuinean_v1;Article_Finder_v3_2_3,2,9,Article_Eater_PostQuinean_v1/init_database.py:82; Article_Eater_PostQuinean_v1/prompts/seven_panel_schema.json:15; Article_Eater_PostQuinean_v1/schemas/panel_findings_v2.schema.json:63; Article_Eater_PostQuinean_v1/scripts/build_table_gold_pack.py:191
enabling_conditions,extraction_output_field,Article_Eater_PostQuinean_v1;BN_graphical,2,5,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.rule.v2.schema.json:127; Article_Eater_PostQuinean_v1/scripts/convert_findings_to_rules.py:294; Article_Eater_PostQuinean_v1/tests/test_ingestion_routes.py:189; Article_Eater_PostQuinean_v1/tests/test_ingestion_routes.py:486
environment_type,extraction_output_field,Article_Eater_PostQuinean_v1;Outcome_Contractor,2,2,Article_Eater_PostQuinean_v1/schemas/panel_context.schema.json:39; Outcome_Contractor/article_finder/exemplary_extraction_tables.md:2195
error_message,database_column;extraction_output_field,Article_Eater_PostQuinean_v1;BN_graphical,2,7,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.coherence_summary.v1.schema.json:52; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.web_state.v1.schema.json:44; Article_Eater_PostQuinean_v1/db/sql/018_paper_lifecycle.sql:49; Article_Eater_PostQuinean_v1/migrations/006_discovery_funnel.sql:141
evidence_against,enum_value;extraction_output_field,Article_Eater_PostQuinean_v1;BN_graphical,2,2,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.bridge.v1.schema.json:70; BN_graphical/src/literature_integration/proposition_queries.py:43
evidence_for,enum_value;extraction_output_field,Article_Eater_PostQuinean_v1;BN_graphical,2,2,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.bridge.v1.schema.json:65; BN_graphical/src/literature_integration/proposition_queries.py:42
evidence_item,extraction_output_field,Article_Eater_PostQuinean_v1;Article_Finder_v3_2_3,2,4,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.claim.v1.schema.json:297; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.claim.v2.schema.json:361; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.query_response.v1.schema.json:270; Article_Finder_v3_2_3/schemas/ae.claim.v1.schema.json:297
evidence_links,database_column;extraction_output_field,Article_Eater_PostQuinean_v1;Article_Finder_v3_2_3,2,6,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.rule.v1.schema.json:70; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.rule.v2.schema.json:76; Article_Eater_PostQuinean_v1/docs/MVP_CONTRACTS.md:110; Article_Eater_PostQuinean_v1/scripts/convert_findings_to_rules.py:286
evidence_quality,extraction_output_field,Article_Eater_PostQuinean_v1;BN_graphical,2,3,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/claim_gallery.v1.schema.json:69; Article_Eater_PostQuinean_v1/src/services/claim_gallery_builder.py:471; BN_graphical/src/mechanisms/mechanism_schema.py:114
evidence_role,extraction_output_field,Article_Eater_PostQuinean_v1;Tagging_Contractor,2,1273,Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:1503; Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:1510; Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:1517; Article_Eater_PostQuinean_v1/contracts/vocab/environment_lookup.json:1524
evidence_type,extraction_output_field,BN_graphical;Tagging_Contractor,2,9,BN_graphical/src/ai_extraction/mechanism_classifier.py:139; BN_graphical/src/ai_extraction/mechanism_classifier.py:175; BN_graphical/src/ai_extraction/mechanism_classifier.py:202; BN_graphical/src/ai_extraction/mechanism_classifier.py:292
expert_opinion,enum_value,Article_Eater_PostQuinean_v1;BN_graphical,2,2,Article_Eater_PostQuinean_v1/src/epistemic/contracts/claim_v2.py:32; BN_graphical/src/literature_integration/argument_structure.py:53
extracted_at,database_column;extraction_output_field,Article_Finder_v3_2_3;BN_graphical,2,3,Article_Finder_v3_2_3/core/database.py:304; BN_graphical/migrations/005_sprint1_schemas.sql:64; BN_graphical/src/schemas/population_qualifier.py:258
extraction_date,database_column;extraction_output_field,Article_Eater_PostQuinean_v1;BN_graphical,2,5,Article_Eater_PostQuinean_v1/contracts/schemas/provenance.v1.schema.json:77; BN_graphical/database/01_core_tables.sql:71; BN_graphical/database/05_provenance_tables.sql:71; BN_graphical/database/schema.sql:71
extraction_notes,extraction_output_field,Article_Eater_PostQuinean_v1;BN_graphical,2,6,Article_Eater_PostQuinean_v1/src/services/table_extractor.py:83; BN_graphical/src/ai_extraction/extraction_pipeline.py:103; BN_graphical/src/ai_extraction/population_extractor.py:140; BN_graphical/src/ai_extraction/population_extractor.py:172
extraction_quality,enum_value;extraction_output_field,Article_Eater_PostQuinean_v1;BN_graphical,2,2,Article_Eater_PostQuinean_v1/src/services/export_checklists.py:29; BN_graphical/src/literature_integration/citation_extractor.py:113
figure_id,extraction_output_field,Article_Eater_PostQuinean_v1;Article_Finder_v3_2_3,2,3,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.claim.v1.schema.json:349; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.claim.v2.schema.json:413; Article_Finder_v3_2_3/schemas/ae.claim.v1.schema.json:349
finder_run_id,database_column;extraction_output_field,Article_Eater_PostQuinean_v1;Article_Finder_v3_2_3,2,6,Article_Eater_PostQuinean_v1/contracts/ae_af/examples/input_bundle_minimal/paper.json:18; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.paper.v1.schema.json:105; Article_Eater_PostQuinean_v1/docs/MVP_CONTRACTS.md:66; Article_Eater_PostQuinean_v1/src/services/bibtex_ingestion.py:341
finding_text,extraction_output_field,Article_Eater_PostQuinean_v1;Outcome_Contractor,2,5,Article_Eater_PostQuinean_v1/prompts/seven_panel_schema.json:9; Article_Eater_PostQuinean_v1/schemas/panel_findings_v2.schema.json:12; Article_Eater_PostQuinean_v1/scripts/test_extract_7panel_parsing.py:22; Article_Eater_PostQuinean_v1/scripts/test_extract_7panel_parsing.py:23
functional_form,database_column;extraction_output_field,Article_Eater_PostQuinean_v1;BN_graphical,2,5,Article_Eater_PostQuinean_v1/db/sql/017_theories.sql:156; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/src/services/extraction_to_web.py:1488; Article_Eater_PostQuinean_v1/src/services/extraction_to_web.py:1612; BN_graphical/src/mechanisms/mechanism_schema.py:401
graph_version,extraction_output_field,Article_Eater_PostQuinean_v1;BN_graphical,2,4,Article_Eater_PostQuinean_v1/docs/BN_EXPORT_SCHEMA_v0_1.md:236; Article_Eater_PostQuinean_v1/schemas/rule_graph.schema.json:340; Article_Eater_PostQuinean_v1/src/services/rulegraph_v2_builder.py:128; BN_graphical/contracts/bn.prediction.v1.schema.json:115
health.wellbeing,extraction_output_field,Article_Eater_PostQuinean_v1;Outcome_Contractor,2,6,Article_Eater_PostQuinean_v1/contracts/outcome_vocab/outcome_lookup.json:142; Article_Eater_PostQuinean_v1/contracts/vocab/outcome_lookup.json:142; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/src/services/extraction_to_web.py:168; Article_Eater_PostQuinean_v1/src/services/extraction_to_web.py:181
heterogeneity_i2,extraction_output_field,Article_Eater_PostQuinean_v1;Outcome_Contractor,2,3,Article_Eater_PostQuinean_v1/src/epistemic/entrenchment/synthesis_rules.py:162; Outcome_Contractor/article_finder/seven_panel_extractor.py:1470; Outcome_Contractor/article_finder/type_specific_extractor.py:530
human_notes,database_column;extraction_output_field,Article_Eater_PostQuinean_v1;Article_Finder_v3_2_3,2,5,Article_Eater_PostQuinean_v1/contracts/ae_af/examples/input_bundle_minimal/paper.json:39; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.paper.v1.schema.json:192; Article_Eater_PostQuinean_v1/src/services/bibtex_ingestion.py:350; Article_Finder_v3_2_3/core/database.py:76
hypothesis_test,enum_value,Article_Eater_PostQuinean_v1;BN_graphical,2,2,Article_Eater_PostQuinean_v1/src/epistemic/monitors/cross_type_coherence.py:32; BN_graphical/src/literature_integration/argument_structure.py:71
image_id,extraction_output_field,Article_Eater_PostQuinean_v1;Tagging_Contractor,2,19,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/claim_gallery.v1.schema.json:174; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/image_feedback.v1.schema.json:43; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/selection_log.v1.schema.json:141; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/selection_log.v1.schema.json:159
ingest_method,database_column;extraction_output_field,Article_Eater_PostQuinean_v1;Article_Finder_v3_2_3,2,9,Article_Eater_PostQuinean_v1/contracts/ae_af/examples/input_bundle_minimal/paper.json:19; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.paper.v1.schema.json:108; Article_Eater_PostQuinean_v1/docs/MVP_CONTRACTS.md:67; Article_Eater_PostQuinean_v1/src/services/bibtex_ingestion.py:342
