variable_name,categories,repos,repo_count,kind_signals,source_count,example_sources
description,database_column;extraction_output_field,Article_Eater_PostQuinean_v1;Article_Finder_v3_2_3;BN_graphical;Outcome_Contractor,4,attr;sql_col,1034,Article_Eater_PostQuinean_v1/contracts/vocab/cross_field_vocabulary.yaml:12; Article_Eater_PostQuinean_v1/contracts/vocab/cross_field_vocabulary.yaml:399; Article_Eater_PostQuinean_v1/contracts/vocab/cross_field_vocabulary.yaml:406; Article_Eater_PostQuinean_v1/contracts/vocab/cross_field_vocabulary.yaml:413; Article_Eater_PostQuinean_v1/contracts/vocab/cross_field_vocabulary.yaml:420
design,database_column;enum_value;extraction_output_field;template_causal_chain_ref,Article_Eater_PostQuinean_v1;Article_Finder_v3_2_3;BN_graphical;Outcome_Contractor,4,arrow_lhs;attr;enum:DESIGN;enum:DESIGN_IMPLICATIONS;json_key;py_key;sql_col,31,Article_Eater_PostQuinean_v1/Post_Quinean Setup/2/extraction_to_web.py:1045; Article_Eater_PostQuinean_v1/Post_Quinean Setup/4/ae.claim.v1.schema.json:92; Article_Eater_PostQuinean_v1/Post_Quinean Setup/IMPLEMENTATION_PLAN_PANEL_HIGH_PRIORITY_2026_01_21.md:161; Article_Eater_PostQuinean_v1/Post_Quinean Setup/IMPLEMENTATION_PLAN_PANEL_HIGH_PRIORITY_2026_01_21.md:162; Article_Eater_PostQuinean_v1/Post_Quinean Setup/ruthless_prompts/SPRINT_F_PANEL_VALIDATION_2026_01_22.md:144
direction,enum_value;extraction_output_field;template_causal_chain_ref,Article_Eater_PostQuinean_v1;Article_Finder_v3_2_3;BN_graphical;Outcome_Contractor,4,arrow_lhs;arrow_rhs;attr;enum:DIRECTION;json_key;py_key,53,Article_Eater_PostQuinean_v1/Post_Quinean Setup/4/ae.claim.v1.schema.json:178; Article_Eater_PostQuinean_v1/_review_package_2026_01_23/claim_gallery.v1.schema.json:214; Article_Eater_PostQuinean_v1/_review_package_2026_01_23/claim_gallery_builder.py:165; Article_Eater_PostQuinean_v1/_review_package_2026_01_23/claim_gallery_builder.py:171; Article_Eater_PostQuinean_v1/_review_package_2026_01_23/test_claim_gallery_builder.py:778
domain,database_column;enum_value;extraction_output_field;template_causal_chain_ref,Article_Eater_PostQuinean_v1;BN_graphical;Outcome_Contractor;Tagging_Contractor,4,arrow_lhs;arrow_rhs;attr;enum:DOMAIN;enum:DOMAIN_SPECIFIC;json_key;py_key;sql_col,3885,Article_Eater_PostQuinean_v1/Post_Quinean Setup/2/extraction_to_web.py:891; Article_Eater_PostQuinean_v1/Post_Quinean Setup/2/extraction_to_web.py:942; Article_Eater_PostQuinean_v1/Post_Quinean Setup/expert_panel_sprint4_responses.md:557; Article_Eater_PostQuinean_v1/Post_Quinean Setup/expert_panel_sprint4_responses.md:610; Article_Eater_PostQuinean_v1/Post_Quinean Setup/expert_panel_sprint4_responses.md:620
effect,enum_value;extraction_output_field;template_causal_chain_ref,Article_Eater_PostQuinean_v1;BN;BN_graphical;Outcome_Contractor,4,arrow_lhs;arrow_rhs;attr;enum:EFFECT;json_key;py_key,34,Article_Eater_PostQuinean_v1/Post_Quinean Setup/EXPERT_PANEL_SYSTEM_ASSESSMENT_PROMPT_2026_01_20.md:100; Article_Eater_PostQuinean_v1/Post_Quinean Setup/EXPERT_PANEL_SYSTEM_ASSESSMENT_PROMPT_2026_01_20.md:104; Article_Eater_PostQuinean_v1/Post_Quinean Setup/EXPERT_PANEL_SYSTEM_ASSESSMENT_RESPONSES_2026_01_20.md:283; Article_Eater_PostQuinean_v1/Post_Quinean Setup/EXPERT_PANEL_SYSTEM_ASSESSMENT_RESPONSES_2026_01_20.md:52; Article_Eater_PostQuinean_v1/docs/02-14_09_CMR_Revised_Spec_Panel_Templates_V2.0.md:231
effect_size,database_column;extraction_output_field,Article_Eater_PostQuinean_v1;Article_Finder_v3_2_3;BN_graphical;Outcome_Contractor,4,attr;json_key;py_key;sql_col,64,Article_Eater_PostQuinean_v1/Post_Quinean Setup/2/extraction_to_web.py:1051; Article_Eater_PostQuinean_v1/Post_Quinean Setup/4/ae.claim.v1.schema.json:121; Article_Eater_PostQuinean_v1/Post_Quinean Setup/4/ae.claim.v1.schema.json:275; Article_Eater_PostQuinean_v1/_review_package_2026_01_23/extraction_to_web.py:1051; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.claim.v1.schema.json:121
end,extraction_output_field,Article_Eater_PostQuinean_v1;Article_Finder_v3_2_3;BN_graphical;Outcome_Contractor,4,attr;json_key;py_key,18,Article_Eater_PostQuinean_v1/Post_Quinean Setup/4/ae.claim.v1.schema.json:325; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.claim.v1.schema.json:325; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.claim.v2.schema.json:389; Article_Finder_v3_2_3/eater_interface/output_parser_v2.py:756; Article_Finder_v3_2_3/eater_interface/output_parser_v2.py:77
errors,extraction_output_field;template_causal_chain_ref,Article_Eater_PostQuinean_v1;Article_Finder_v3_2_3;BN_graphical;Outcome_Contractor,4,arrow_lhs;arrow_rhs;attr;json_key;py_key,98,Article_Eater_PostQuinean_v1/AE_AF_Contract_Additions_v1_concatenated.txt:168; Article_Eater_PostQuinean_v1/Post_Quinean Setup/2/extraction_to_web.py:220; Article_Eater_PostQuinean_v1/Post_Quinean Setup/2/extraction_to_web.py:247; Article_Eater_PostQuinean_v1/Post_Quinean Setup/3/article_eater_contract_cli.py:116; Article_Eater_PostQuinean_v1/_archive/chatgpt_patch_20251231T060217Z/article_eater_contract_cli.py:99
excluded,database_column;enum_value;extraction_output_field,Article_Eater_PostQuinean_v1;BN;BN_graphical;Outcome_Contractor,4,attr;enum:EXCLUDED;sql_col,16,Article_Eater_PostQuinean_v1/Post_Quinean Setup/2/abstraction_levels.py:75; Article_Eater_PostQuinean_v1/_review_package_2026_01_23/claim_gallery_builder.py:830; Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_EMPIRICAL_v2_2026_02_03.md:310; Article_Eater_PostQuinean_v1/src/services/abstraction_levels.py:75; Article_Eater_PostQuinean_v1/src/services/claim_gallery_builder.py:830
extraction_confidence,database_column;extraction_output_field,Article_Eater_PostQuinean_v1;Article_Finder_v3_2_3;BN_graphical;Outcome_Contractor,4,attr;json_key;py_key;sql_col,19,Article_Eater_PostQuinean_v1/contracts/schemas/provenance.v1.schema.json:81; Article_Eater_PostQuinean_v1/db/sql/018_paper_lifecycle.sql:153; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/src/services/scope_extractor.py:249; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/src/services/scope_extractor.py:272; Article_Eater_PostQuinean_v1/src/epistemic/extraction/synthesis_ingester.py:251
extraction_date,database_column;extraction_output_field,Article_Eater_PostQuinean_v1;BN;BN_graphical;Outcome_Contractor,4,attr;json_key;py_key;sql_col,26,Article_Eater_PostQuinean_v1/contracts/schemas/provenance.v1.schema.json:77; Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_CASE_STUDY_2026_02_09.md:332; Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_CONCEPTUAL_FRAMEWORK_2026_02_04.md:727; Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_EMPIRICAL_v2_2026_02_03.md:1144; Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_ETHNOGRAPHIC_2026_02_09.md:345
failed,enum_value;extraction_output_field,Article_Eater_PostQuinean_v1;Article_Finder_v3_2_3;BN_graphical;Outcome_Contractor,4,attr;enum:FAILED;json_key;py_key,17,Article_Eater_PostQuinean_v1/_review_package_2026_01_23/bridge_warrants.py:80; Article_Eater_PostQuinean_v1/app/routes/lifecycle.py:61; Article_Eater_PostQuinean_v1/app/routes/lifecycle.py:69; Article_Eater_PostQuinean_v1/src/services/bibtex_ingestion.py:169; Article_Eater_PostQuinean_v1/src/services/bibtex_ingestion.py:62
focus,extraction_output_field,Article_Eater_PostQuinean_v1;BN;BN_graphical;Outcome_Contractor,4,json_key;py_key,6,Article_Eater_PostQuinean_v1/scripts/migrate_rules_to_web.py:105; BN/docs/DATABASE_SCHEMA.md:1269; BN/docs/DATABASE_SCHEMA.md:1291; BN_graphical/docs/DATABASE_SCHEMA.md:1205; BN_graphical/docs/DATABASE_SCHEMA.md:1224
hypothesis,database_column;extraction_output_field;template_causal_chain_ref,Article_Eater_PostQuinean_v1;BN;BN_graphical;Outcome_Contractor,4,arrow_lhs;arrow_rhs;attr;json_key;py_key;sql_col,14,Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_EMPIRICAL_v2_2026_02_03.md:389; Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_THEORETICAL_2026_02_09.md:334; Article_Eater_PostQuinean_v1/docs/PANEL_REVIEW_SPRINT6_EPISTEMIC_2026-02-14.md:56; Article_Eater_PostQuinean_v1/docs/PANEL_REVIEW_SPRINT6_EPISTEMIC_2026-02-14.md:57; Article_Eater_PostQuinean_v1/docs/PANEL_REVIEW_SPRINT6_EPISTEMIC_2026-02-14.md:58
key,database_column;extraction_output_field,Article_Eater_PostQuinean_v1;Article_Finder_v3_2_3;BN_graphical;Tagging_Contractor,4,attr;json_key;py_key;sql_col,92,Article_Eater_PostQuinean_v1/tests/test_output_serializer.py:396; Article_Eater_PostQuinean_v1/tests/test_output_serializer.py:399; Article_Finder_v3_2_3/ingest/zotero_bridge.py:31; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pandas/io/pytables.py:1103; BN_graphical/backups/broken_venvs/bn_venv_20260213_092600/lib/python3.12/site-packages/pandas/io/pytables.py:1123
keywords,database_column;extraction_output_field,Article_Eater_PostQuinean_v1;BN;BN_graphical;Outcome_Contractor,4,attr;json_key;py_key;sql_col,45,Article_Eater_PostQuinean_v1/app/routes/ingestion.py:81; Article_Eater_PostQuinean_v1/src/epistemic/extraction/paper_classifier.py:143; Article_Eater_PostQuinean_v1/src/epistemic/extraction/paper_classifier.py:599; Article_Eater_PostQuinean_v1/src/epistemic/extraction/paper_classifier.py:608; Article_Eater_PostQuinean_v1/src/epistemic/extraction/paper_classifier.py:791
kind,extraction_output_field,Article_Eater_PostQuinean_v1;Article_Finder_v3_2_3;BN_graphical;Outcome_Contractor,4,attr;json_key;py_key,66,Article_Eater_PostQuinean_v1/Post_Quinean Setup/4/ae.claim.v1.schema.json:304; Article_Eater_PostQuinean_v1/Post_Quinean Setup/4/ae.rule.v1.schema.json:118; Article_Eater_PostQuinean_v1/archive/docs/handoffs/_ontology_rule_system_summary_a bit ago.md:83; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.claim.v1.schema.json:304; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.claim.v2.schema.json:368
label,extraction_output_field,Article_Eater_PostQuinean_v1;Article_Finder_v3_2_3;BN_graphical;Outcome_Contractor,4,attr;json_key;py_key,29,Article_Eater_PostQuinean_v1/archive/docs/releases/RELEASE_NOTES_v20_7_10_admin_rulegraph_bn_export.md:190; Article_Eater_PostQuinean_v1/archive/docs/releases/RELEASE_NOTES_v20_7_10_admin_rulegraph_bn_export.md:196; Article_Eater_PostQuinean_v1/archive/docs/releases/RELEASE_NOTES_v20_7_10_admin_rulegraph_bn_export.md:207; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.query_response.v1.schema.json:377; Article_Eater_PostQuinean_v1/docs/BN_EXPORT_SCHEMA_v0_1.md:79
language,extraction_output_field;template_causal_chain_ref,Article_Eater_PostQuinean_v1;Article_Finder_v3_2_3;BN_graphical;Outcome_Contractor,4,arrow_lhs;attr;json_key;py_key,39,Article_Eater_PostQuinean_v1/Post_Quinean Setup/EXPERT_PANEL_SPRINT_E1_REVIEW_2026_01_21.md:239; Article_Eater_PostQuinean_v1/Post_Quinean Setup/IMPLEMENTATION_PLAN_PANEL_HIGH_PRIORITY_2026_01_21.md:160; Article_Eater_PostQuinean_v1/Post_Quinean Setup/ruthless_prompts/RUTHLESS_PANEL_RESPONSES_v2_2026_01_22.md:272; Article_Eater_PostQuinean_v1/Post_Quinean Setup/ruthless_prompts/SPRINT_F_PANEL_VALIDATION_2026_01_22.md:145; Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_INTERVIEW_STUDY_2026_02_09.md:424
last_updated,database_column;extraction_output_field,Article_Eater_PostQuinean_v1;BN;BN_graphical;Outcome_Contractor,4,attr;json_key;py_key;sql_col,14,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.bridge.v1.schema.json:113; Article_Eater_PostQuinean_v1/contracts/schemas/social_epistemology.schema.json:398; Article_Eater_PostQuinean_v1/ruthless_bundle_2026-02-08/contracts/schemas/social_epistemology.schema.json:398; BN/database/03_model_tables.sql:87; BN_graphical/database/03_model_tables.sql:87
level,database_column;enum_value;extraction_output_field;template_causal_chain_ref,Article_Eater_PostQuinean_v1;Article_Finder_v3_2_3;BN_graphical;Outcome_Contractor,4,arrow_lhs;arrow_rhs;attr;enum:LEVEL;json_key;py_key;sql_col,1780,Article_Eater_PostQuinean_v1/Post_Quinean Setup/2/extraction_to_web.py:890; Article_Eater_PostQuinean_v1/Post_Quinean Setup/2/extraction_to_web.py:941; Article_Eater_PostQuinean_v1/_review_package_2026_01_23/extraction_to_web.py:890; Article_Eater_PostQuinean_v1/_review_package_2026_01_23/extraction_to_web.py:941; Article_Eater_PostQuinean_v1/app/routes/ingestion.py:225
limit,extraction_output_field,Article_Eater_PostQuinean_v1;Article_Finder_v3_2_3;BN_graphical;Tagging_Contractor,4,attr,29,Article_Eater_PostQuinean_v1/scripts/run_realtime_table_rule_intake.py:593; Article_Finder_v3_2_3/ingest/doi_resolver.py:191; Article_Finder_v3_2_3/ingest/doi_resolver.py:218; Article_Finder_v3_2_3/ingest/doi_resolver.py:504; Article_Finder_v3_2_3/ingest/doi_resolver.py:517
maximum,extraction_output_field,Article_Eater_PostQuinean_v1;Article_Finder_v3_2_3;BN_graphical;Tagging_Contractor,4,attr;json_key;py_key,167,Article_Eater_PostQuinean_v1/Post_Quinean Setup/4/ae.claim.v1.schema.json:130; Article_Eater_PostQuinean_v1/Post_Quinean Setup/4/ae.claim.v1.schema.json:160; Article_Eater_PostQuinean_v1/Post_Quinean Setup/4/ae.rule.v1.schema.json:91; Article_Eater_PostQuinean_v1/_review_package_2026_01_23/claim_gallery.v1.schema.json:184; Article_Eater_PostQuinean_v1/_review_package_2026_01_23/claim_gallery.v1.schema.json:73
mechanism,enum_value;extraction_output_field;template_causal_chain_ref,Article_Eater_PostQuinean_v1;Article_Finder_v3_2_3;BN_graphical;Outcome_Contractor,4,arrow_lhs;arrow_rhs;attr;enum:MECHANISM;enum:MECHANISM_EXPLANATION;enum:MECHANISM_MISSING;enum:MECHANISM_UNKNOWN;json_key;py_key,62,Article_Eater_PostQuinean_v1/Post_Quinean Setup/IMPLEMENTATION_PLAN_RUTHLESS_REVIEW_2026_01_22.md:150; Article_Eater_PostQuinean_v1/Post_Quinean Setup/ruthless_prompts/SPRINT_F_IMPLEMENTATION_DECISIONS_2026_01_22.md:177; Article_Eater_PostQuinean_v1/Post_Quinean Setup/ruthless_prompts/SPRINT_F_PANEL_VALIDATION_2026_01_22.md:146; Article_Eater_PostQuinean_v1/_review_package_2026_01_23/bridge_warrants.py:66; Article_Eater_PostQuinean_v1/archive/docs/handoffs/_ontology_rule_system_summary_a bit ago.md:538
method,database_column;extraction_output_field;template_causal_chain_ref,Article_Eater_PostQuinean_v1;Article_Finder_v3_2_3;BN_graphical;Outcome_Contractor,4,arrow_rhs;attr;json_key;py_key;sql_col,59,Article_Eater_PostQuinean_v1/_review_package_2026_01_23/gallery_selection_config.v1.schema.json:106; Article_Eater_PostQuinean_v1/_review_package_2026_01_23/gallery_selection_config.v1.schema.json:58; Article_Eater_PostQuinean_v1/archive/docs/releases/RELEASE_NOTES_v20_7_10_admin_rulegraph_bn_export.md:79; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/gallery_selection_config.v1.schema.json:106; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/gallery_selection_config.v1.schema.json:58
mixed,enum_value;extraction_output_field,Article_Eater_PostQuinean_v1;Article_Finder_v3_2_3;BN_graphical;Outcome_Contractor,4,enum:MIXED;json_key;py_key,26,Article_Eater_PostQuinean_v1/TASKS.md:989; Article_Eater_PostQuinean_v1/claude_code_v2_final/docs/IMPLEMENTATION_TASKS.md:1132; Article_Eater_PostQuinean_v1/claude_code_v2_final/docs/IMPLEMENTATION_TASKS.md:164; Article_Eater_PostQuinean_v1/docs/IMPLEMENTATION_TASKS.md:1132; Article_Eater_PostQuinean_v1/docs/IMPLEMENTATION_TASKS.md:164
moderate,enum_value;extraction_output_field;template_causal_chain_ref,Article_Eater_PostQuinean_v1;BN;BN_graphical;Outcome_Contractor,4,arrow_lhs;arrow_rhs;attr;enum:MODERATE;json_key;py_key,27,Article_Eater_PostQuinean_v1/Post_Quinean Setup/TIER_1_PHASE_A_PANEL_FEEDBACK_2026_01_20.md:137; Article_Eater_PostQuinean_v1/Post_Quinean Setup/TIER_1_PHASE_A_PANEL_FEEDBACK_2026_01_20.md:138; Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_SYSTEMATIC_REVIEW_2026_02_03.md:402; Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_SYSTEMATIC_REVIEW_2026_02_03.md:431; Article_Eater_PostQuinean_v1/docs/PANEL_P-TC_TASK_CONTEXT_REVIEW_2026_02_08.md:153
moderators,database_column;enum_value;extraction_output_field;template_causal_chain_ref,Article_Eater_PostQuinean_v1;Article_Finder_v3_2_3;BN_graphical;Outcome_Contractor,4,arrow_rhs;attr;enum:MODERATORS;json_key;py_key;sql_col,27,Article_Eater_PostQuinean_v1/Post_Quinean Setup/2/extraction_to_web.py:1042; Article_Eater_PostQuinean_v1/Post_Quinean Setup/4/ae.claim.v1.schema.json:74; Article_Eater_PostQuinean_v1/_review_package_2026_01_23/extraction_to_web.py:1042; Article_Eater_PostQuinean_v1/_review_package_2026_01_23/gallery_selection_config.v1.schema.json:94; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.claim.v1.schema.json:74
module,extraction_output_field,Article_Eater_PostQuinean_v1;Article_Finder_v3_2_3;BN_graphical;Outcome_Contractor,4,attr;json_key;py_key,4,Article_Eater_PostQuinean_v1/contracts/ports.json:2; Article_Finder_v3_2_3/contracts/ports.json:2; BN_graphical/bn_venv/lib/python3.14/site-packages/scipy/_lib/_array_api_docs_tables.py:232; Outcome_Contractor/contracts/needs/article_extraction.needs.yaml:13
neural,enum_value;extraction_output_field,Article_Eater_PostQuinean_v1;Article_Finder_v3_2_3;BN_graphical;Outcome_Contractor,4,enum:NEURAL;enum:NEURAL_SPARSE;json_key;py_key,9,Article_Eater_PostQuinean_v1/src/services/outcome_taxonomy.py:72; Article_Finder_v3_2_3/search/bibliographer.py:49; Article_Finder_v3_2_3/search/gap_analyzer.py:32; BN_graphical/src/mechanisms/mechanism_schema.py:70; BN_graphical/src/schemas/outcome_taxonomy.py:71
outcomes,database_column;enum_value;extraction_output_field,Article_Eater_PostQuinean_v1;Article_Finder_v3_2_3;BN_graphical;Outcome_Contractor,4,attr;enum:OUTCOMES;json_key;py_key;sql_col,22,Article_Eater_PostQuinean_v1/Post_Quinean Setup/2/extraction_to_web.py:1040; Article_Eater_PostQuinean_v1/Post_Quinean Setup/4/ae.claim.v1.schema.json:62; Article_Eater_PostQuinean_v1/_review_package_2026_01_23/extraction_to_web.py:1040; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.claim.v1.schema.json:62; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.claim.v2.schema.json:66
p_value,database_column;extraction_output_field,Article_Eater_PostQuinean_v1;Article_Finder_v3_2_3;BN_graphical;Outcome_Contractor,4,attr;json_key;py_key;sql_col,54,Article_Eater_PostQuinean_v1/Post_Quinean Setup/2/extraction_to_web.py:1052; Article_Eater_PostQuinean_v1/Post_Quinean Setup/4/ae.claim.v1.schema.json:124; Article_Eater_PostQuinean_v1/_review_package_2026_01_23/extraction_to_web.py:1052; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.claim.v1.schema.json:124; Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.claim.v2.schema.json:128
paper_id,database_column;extraction_output_field,Article_Eater_PostQuinean_v1;Article_Finder_v3_2_3;BN_graphical;Outcome_Contractor,4,attr;json_key;py_key;sql_col,244,Article_Eater_PostQuinean_v1/AE_AF_Contract_Additions_v1_concatenated.txt:126; Article_Eater_PostQuinean_v1/AE_AF_Contract_Additions_v1_concatenated.txt:136; Article_Eater_PostQuinean_v1/AE_AF_Contract_Additions_v1_concatenated.txt:148; Article_Eater_PostQuinean_v1/AE_AF_Contract_Additions_v1_concatenated.txt:172; Article_Eater_PostQuinean_v1/Post_Quinean Setup/2/extraction_to_web.py:1035
papers,extraction_output_field;template_causal_chain_ref,Article_Eater_PostQuinean_v1;Article_Finder_v3_2_3;BN_graphical;Outcome_Contractor,4,arrow_lhs;attr;json_key;py_key,22,Article_Eater_PostQuinean_v1/Post_Quinean Setup/expert_panel_sprint4_responses.md:455; Article_Eater_PostQuinean_v1/archive/docs/releases/RELEASE_NOTES_v20_7_10_admin_rulegraph_bn_export.md:250; Article_Eater_PostQuinean_v1/docs/02-14_09_CMR_Revised_Spec_Panel_Templates_V2.0.md:133; Article_Eater_PostQuinean_v1/docs/BN_EXPORT_SCHEMA_v0_1.md:29; Article_Eater_PostQuinean_v1/docs/EXTRACTION_TEMPLATE_NARRATIVE_REVIEW_2026_02_03.md:121
parent,extraction_output_field;template_causal_chain_ref,Article_Eater_PostQuinean_v1;BN_graphical;Outcome_Contractor;Tagging_Contractor,4,arrow_lhs;attr;json_key;py_key,1779,Article_Eater_PostQuinean_v1/contracts/ae_af/schemas/ae.extended_outcome_lookup.v1.schema.json:49; Article_Eater_PostQuinean_v1/contracts/outcome_vocab/outcome_lookup.json:100; Article_Eater_PostQuinean_v1/contracts/outcome_vocab/outcome_lookup.json:105; Article_Eater_PostQuinean_v1/contracts/outcome_vocab/outcome_lookup.json:110; Article_Eater_PostQuinean_v1/contracts/outcome_vocab/outcome_lookup.json:115
